	kainoki_id	first_half	connective	second_half	arg1	arg2	classification_label	ASP	NEG	MOD	CNJ	FOC	QUE	IMP
53	58_diet_kaigiroku-13	地方財政 につきまして は 、 引き続き 大幅 な 財源不足 が 見込ま れ ます が 、 一方 、 国 の 財政事情 も 極めて 厳しく 、 公経済 の 車 の 両輪 が バランス の とれ た 財政運営 を 行う 必要 が ある という 基本的 な 考え方 を 踏まえ	つつ	、 所要 の 地方交付税総額 を 確保 する など 、 その 運営 に 支障 を 生ずる こと の ない よう 適切 な 措置 を 講ずる こと と いたし て おり ます 。	公経済の車の両輪がバランスのとれた財政運営を行う必要があるという基本的な考え方を踏まえ	、所要の地方交付税総額を確保するなど、その運営に支障を生ずることのないよう適切な措置を講ずる	synchronous	0	0	0	0	0	0	0
54	80_diet_kaigiroku-13	我が 国 において も 、 新た な 財政健全化目標 の 達成 の ため 、 財政構造改革 を 強力 に 推進 する こと と し 、 幅広い 議論 を 踏まえ	つつ	、 あらゆる 努力 を 傾注 し て まいり たい と 考え て おり ます 。	幅広い議論を踏まえ	、あらゆる努力を傾注してまいりたい	synchronous	0	0	0	0	0	0	0
55	91_diet_kaigiroku-15	政府 におきまして は 、 本日 の 御決議 を 十分 踏まえ まし て 、 関係省庁 と 密接 な 連携 を とり	つつ	、 東南海・南海地震対策 を 着実 に 推進 し て まいる 所存 で あり ます 。	関係省庁と密接な連携をとり	、東南海・南海地震対策を着実に推進してまいる所存であります。	synchronous	0	0	0	0	0	0	0
56	33_diet_kaigiroku-17	なお 、 本件 に は 、 業務 の 効率化 に 努め	つつ	、 必要 な 施策 を 計画 し て おり 、 適当 な もの と 認める 旨 の 総務大臣 の 意見 が 付さ れ て おり ます 。	業務の効率化に努め	、必要な施策を計画しており	synchronous	0	0	0	0	0	0	0
57	24_essay_aobascientia21_Sakanoi2014	飯舘村 の 方々 と の つながり を 今後 も 大切 に し	つつ	、 ハレアカラ に 移設 さ れ た 望遠鏡 を 用い て 新た な 研究成果 を 創出 する こと を 目指し 、 今後 は 装置開発 や 観測 に 力 を 注い で いこ う と 決意 し て い ます 。	飯舘村の方々とのつながりを今後も大切にし	、ハレアカラに移設された望遠鏡を用いて新たな研究成果を創出することを目指し	synchronous	0	0	0	0	0	0	0
58	35_essay_crossover30_Ihara2016	哲学者 デカルト は ガリレオ裁判 の 行方 を 気 に し	つつ	『 方法序説 』 （ 1637 年 ） を 出版 し た し 、 ジョン・ミルトン は 幽閉 さ れ た ガリレオ を 救出 する 運動 を ヨーロッパ世界 に 投げかけ て も い まし た 。	ガリレオ裁判の行方を気にし	『方法序説』（1637年）を出版した	synchronous	0	0	0	0	0	0	0
59	163_essay_Hepburn_no_shoogai_to_nihongo2	大火 で 家 も 焼け 、 英人 の 銀行 に ボーイ勤め を する うち 、 馬丁 や コック仲間 に 混っ て 大酒呑み と なり 、 周囲 を 心配 さ せ た が 、 慶応 三 年 、 勝小鹿 や 富田鉄之助 が 米国 に 留学 する 時 、 ヴァン・リード の 口きき で 、 働き	つつ	学ぶ こと に なっ て 、 渡米 し て いっ た 。	働き	学ぶ	synchronous	0	0	0	0	0	0	0
60	185_essay_Hepburn_no_shoogai_to_nihongo2	女性 が 事務能力 を 発揮 し	つつ	、 一家 の 中心 と なっ て 働く さま は 、 日本 の 少年少女たち を 驚か せ た 。	事務能力を発揮し	、一家の中心となって働く	synchronous	0	0	0	0	0	0	0
61	400_essay_Hepburn_no_shoogai_to_nihongo2	言い	つつ	ヘボン は 、 右手 で 旧約 を 、 左手 で 新約 を 挙げ 、 聴衆 に 示し て から 、 ぴったり と 一 つ に 合わせ 、 敬虔 な 態度 で 卓上 に 置い た 。	言い	ヘボンは、右手で旧約を、左手で新約を挙げ、聴衆に示してから、ぴったりと一つに合わせ、敬虔な態度で卓上に置いた。	synchronous	0	0	0	0	0	0	0
62	516_essay_Hepburn_no_shoogai_to_nihongo2	Ｗ・Ｅ・グリフィス は 、 任期満了 で 帰国 し て 以来 、 「 Hepburn_of_Japan 」 を 執筆 し	つつ	、 ニューヨーク や フィラデルフィア から 、 ヘボン に も 、 その 弟 スレーター に も 、 質問 を 寄せ 続け 、 しきり に 「 ヘボン をめぐる 人々 」 と 文通 し て い た 。	「Hepburn_of_Japan」を執筆し	、ニューヨークやフィラデルフィアから、ヘボンにも、その弟スレーターにも、質問を寄せ続け、しきりに「ヘボンをめぐる人々」と文通していた。	synchronous	0	0	0	0	0	0	0
63	45_essay_manabi67_Ashidate2014spring	なお 、 法制度 の 外 で も 、 著作者 の 利益 を 図り	つつ	著作物 の 利用 を 促進 する ため の 取り組み が 行わ れ て い ます 。	著作者の利益を図り	著作物の利用を促進する	synchronous	0	0	0	0	0	0	0
64	48_essay_manabi67_Ashidate2014spring	著作権法研究 は 、 こうした 法制度外 の 解決可能性 や 、 著作物 の 市場 や 技術 の 変化 といった さまざま な 要素 を 考慮 し	つつ	、 著作物 の 適切 な 保護 と 利用 を 実現 する ため の 法制度 の 在り方 を 追求 し て いく 作業 と いう こと が できる と 思い ます 。	こうした法制度外の解決可能性や、著作物の市場や技術の変化といったさまざまな要素を考慮し	、著作物の適切な保護と利用を実現するための法制度の在り方を追求していく	synchronous	0	0	0	0	0	0	0
65	287_fiction_automatic-1	朝田ハルキ は 目の玉 が 飛び出し そう に なり	つつ	、 あまり に も 一瞬 の 出来事 すぎ て どう にも 出来 なかっ た 。	目の玉が飛び出しそうになり	、あまりにも一瞬の出来事すぎてどうにも出来なかった。	synchronous	0	1	0	0	0	0	0
66	160_fiction_kemonofriends2_R2	沸き起こる 興奮 に 心地よく 身 を 委ね	つつ	、 イエイヌ は 相手 の 顔 を 舐め た 。	沸き起こる興奮に心地よく身を委ね	、イエイヌは相手の顔を舐めた。	synchronous	0	0	0	0	0	0	0
67	94_fiction_mirai_e_no_okurimono	二人 も そんな 気分 に 浸り	つつ	、 アーカイブスセンター に 到着 し た 。	そんな気分に浸り	、アーカイブスセンターに到着した。	synchronous	0	0	0	0	0	0	0
68	305_fiction_mirai_e_no_okurimono	マリコ は 俊也 の 言葉 を 聞き き	つつ	、 局 の 外 を 横目 で ちらりと 見渡し て い た 。	俊也の言葉を聞きき	、局の外を横目でちらりと見渡していた。	synchronous	0	0	0	0	0	0	0
69	478_fiction_mirai_e_no_okurimono	その 後 、 空 の 旅 を 満喫 し	つつ	、 3 人 は 疲れ た 様子 で ぐっすり 眠 て しまっ た 。	空の旅を満喫し	、3人は疲れた様子でぐっすり眠てしまった。	synchronous	0	0	0	0	0	0	0
70	647_fiction_mirai_e_no_okurimono	乗客 の 命 を 守り	つつ	、 この 状態 を 回避 する 術 を 見つける こと が 大事 な 気 が し ます 。	乗客の命を守り	、この状態を回避する	synchronous	0	0	0	0	0	0	0
71	392_fiction_onna_to_senso	心 の 赴く 所 へ つっ走っ て ゆけ ない 現実 の わたし 、 子 や 親 の しがらみ を ひきずっ て 、 旅 に 出る の も ままならず 、 汚染 さ れ た 空気 や 騒音 に 辟易 し	つつ	、 都会 の 真中 で あくせく し て いる わたし が ここ に いる 。	汚染された空気や騒音に辟易し	、都会の真中であくせくしている	synchronous	0	0	0	0	0	0	0
72	878_fiction_onna_to_senso	乳のみ子 を 置い て 従軍 し 、 張る 乳 を しぼり捨て 、 乳房 を 冷やし	つつ	軍 に 奉仕 し た 日赤看護婦 が 美談 の 代表 と さ れ た 。	乳房を冷やし	軍に奉仕した	synchronous	0	0	0	0	0	0	0
73	2_misc_TOPTEN;1b	太郎 が 新聞 を 読み	つつ	ご飯 を 食べ て いる 。	新聞を読み	ご飯を食べている。	synchronous	0	0	0	0	0	0	0
74	65_news_KAHOKU_119	基本 セットプレー 、 ＦＫ で 得点 を 狙い	つつ	１ 点 を 守り勝と う 。	基本セットプレー、ＦＫで得点を狙い	１点を守り勝とう	synchronous	0	0	0	0	0	0	0
75	50_news_KAHOKU_214;K201406110A0T10XX00001	むすび塾 の よう な 話し合い の 機会 を 重ね	つつ	、 日頃 から 声 を 掛け たい 。	むすび塾のような話し合いの機会を重ね	、日頃から声を掛けたい。	synchronous	0	0	0	0	0	0	0
76	29_news_KAHOKU_513	各地 の 伝説 を 受け止め	つつ	、 大嶽丸 の 姿 を 見つめ直そ う と 南方 の 住民ら 約２０ 人 が 集まっ た 。	各地の伝説を受け止め	、大嶽丸の姿を見つめ直そう	synchronous	0	0	0	0	0	0	0
77	11_nonfiction_greetings	これ から の 国語研 は この よう な 方向性 を 維持 し	つつ	， 将来 何十 年 ， 場合 によって は 何百 年 に も わたっ て 残る 研究成果 を 出す ため に ， さらに 基礎的 な 研究 を 充実 さ せ て いく べき で ある と 考え ます 。	このような方向性を維持し	，将来何十年，場合によっては何百年にもわたって残る研究成果を出す	synchronous	0	0	0	0	0	0	0
78	110_ted_talk_5	彼ら に 敬意 を 払い	つつ	みなさん は こちら の 空 の 額 を ご覧 いただき 自分 の 写真 を ここ に 想像 し て み て ください	彼らに敬意を払い	みなさんはこちらの空の額をご覧いただき自分の写真をここに想像してみてください	synchronous	0	0	0	0	0	0	0
79	479_textbook_djg_intermediate;page_543	彼女 は 夫 の 無罪 を 信じ	つつ	息 を 引き取っ た 。	夫の無罪を信じ	息を引き取った。	synchronous	0	0	0	0	0	0	0
80	274_whitepaper_H20_kokuminseikatsu1	商品 の 購入 検討時 について 言え ば 、 日常的 に 買い物行動 を とる 頻度 が 高い 女性 は 比較的 環境 へ の 意識 を 持ち	つつ	、 購入商品 の 選択 を 行っ て いる 様子 が うかがえる 。	環境への意識を持ち	、購入商品の選択を行っている	synchronous	0	0	0	0	0	0	0
81	204_whitepaper_H26_kodomowakamono2	また ， 俯瞰力 と 独創力 を 備え ， 広く 産学官 にわたり グローバル に 活躍 する リーダー を 養成 する ため ， 産 ・ 学 ・ 官 の 参画 を 得	つつ	専門分野 の 枠 を 超え て 博士課程 前期 ・ 後期 一貫 し た 学位プログラム を 構築 ・ 展開 する 大学院教育 の 抜本的改革 を 支援 する 「 博士課程教育リーディングプログラム 」 を 実施 し て いる 。	産・学・官の参画を得	専門分野の枠を超えて博士課程前期・後期一貫した学位プログラムを構築・展開する	synchronous	0	0	0	0	0	0	0
82	308_whitepaper_H26_kodomowakamono2	例えば ， 宮城県 石巻市 で は ， 地域 の 高校生 が ， 自分たち の 将来像 を 描き	つつ	， 自ら が 職場体験 や インターンシップ の 受入先 を 検討 ・ 開拓 する 取組 を 進める など ， 地域 で 地域 の 高校生 を 育てる 体制 の 構築 を 目指し た 取組 を 進め て いる 。	自分たちの将来像を描き	，自らが職場体験やインターンシップの受入先を検討・開拓する取組を進める	synchronous	0	0	0	0	0	0	0
83	470_whitepaper_H26_kodomowakamono2	厚生労働省 は ， 都道府県 とともに ， 職業 に 必要 な 知識 ・ 技能 を 習得 さ せる こと により 若者 の 就職 を 支援 する ため ， 公共職業能力開発施設 の ほか ， 大学 を 含む 多様 な 民間教育訓練機関 も 活用 し	つつ	， 公共職業訓練 を 実施 し て いる 。	大学を含む多様な民間教育訓練機関も活用し	，公共職業訓練を実施している。	synchronous	0	0	0	0	0	0	0
84	471_whitepaper_H26_kodomowakamono2	また ， 求職者支援制度 により ， 雇用保険 を 受給 でき ない 若者 など に対して ， 職業訓練 を 実施 し	つつ	， 訓練期間中 の 生活 を 支援 する ため の 給付金 を 支給 し ， ハローワーク における きめ細か な 就職支援 を 行っ て いる 。	職業訓練を実施し	，訓練期間中の生活を支援するための給付金を支給し	synchronous	0	0	0	0	0	0	0
85	490_whitepaper_H26_kodomowakamono2	文部科学省 は ， 学生 の 厳しい 雇用情勢 を 受け ， 関係府省 と 連携 し	つつ	， 大学 など の 就職相談員 と ハローワーク の ジョブサポーター と の 連携 の 促進 など により ， 大学 など における 就職支援体制 を 強化 し て いる 。	関係府省と連携し	，大学などの就職相談員とハローワークのジョブサポーターとの連携の促進などにより，大学などにおける就職支援体制を強化している。	synchronous	0	0	0	0	0	0	0
86	196_whitepaper_H27_akita_kankyo1	平成 26 年度 は 、 白神山地 の 保全 と 利活用 を 両立 さ せ	つつ	推進 する ため 、 白神山地 を フィールド と し た 環境保全教育 の 一環 として 、 白神山地 を 訪れる 機会 の 少ない 県央・県南地区 の 小学生 を 対象 と し た 自然体験教室 を 開催 し まし た 。	白神山地の保全と利活用を両立させ	推進する	synchronous	0	0	0	0	0	0	0
87	166_whitepaper_H28_kotsuanzen1	特に ， バリアフリー法 に 基づく 重点整備地区 に 定め られ た 駅 の 周辺地区 等 において は ， 公共交通機関 等 の バリアフリー化 と 連携 し	つつ	， 誰 も が 歩き やすい 幅 の 広い 歩道 ， 道路横断時 の 安全 を 確保 する 機能 を 付加 し た バリアフリー対応型信号機 等 の 整備 を 連続的 ・ 面的 に 整備 し ネットワーク化 を 図っ た 。	公共交通機関等のバリアフリー化と連携し	，誰もが歩きやすい幅の広い歩道，道路横断時の安全を確保する機能を付加したバリアフリー対応型信号機等の整備を連続的・面的に整備し	synchronous	0	0	0	0	0	0	0
88	169_whitepaper_H28_kotsuanzen1	イ 横断歩道 ， バス停留所 付近 の 違法駐車 等 の 悪質性 ， 危険性 ， 迷惑性 の 高い 駐車違反 に対する 取締り を 推進 する とともに ， 高齢者 ， 障害者 等 の 円滑 な 移動 を 阻害 する 要因 と なっ て いる 歩道 や 視覚障害者誘導用ブロック上 等 の 自動二輪車 等 の 違法駐車 について も ， 放置自転車 等 の 撤去 を 行う 市町村 と 連携 を 図り	つつ	積極的 な 取締り を 推進 し た 。	放置自転車等の撤去を行う市町村と連携を図り	積極的な取締りを推進した。	synchronous	0	0	0	0	0	0	0
89	175_whitepaper_H28_kotsuanzen1	交通安全 に 資する 道路整備事業 の 実施 に当たって ， 効果 を 科学的 に 検証 し	つつ	， マネジメントサイクル を 適用 する こと により ， 効率的 ・ 効果的 な 実施 に 努め ， 少ない 予算 で 最大 の 効果 を 獲得 できる よう ， 幹線道路 において ， 「 選択 と 集中 」 ， 「 市民参加 ・ 市民 と の 協働 」 により 重点的 ・ 集中的 に 交通事故 の 撲滅 を 図る 『 事故ゼロプラン （ 事故危険区間重点解消作戦 ） 』 を 推進 し た 。	効果を科学的に検証し	，マネジメントサイクルを適用する	synchronous	0	0	0	0	0	0	0
90	179_whitepaper_H28_kotsuanzen1	幹線道路 について は ， 交通 の 安全 と 円滑化 を 図る ため ， 道路 の 構造 ， 交通安全施設 等 の 整備状況 ， 交通実態 等 を 勘案 し	つつ	， 速度規制 ， 追越し の ため の 右側部分はみ出し通行 禁止規制 等 について 見直し を 行い ， その 適正化 を 図っ た 。	道路の構造，交通安全施設等の整備状況，交通実態等を勘案し	，速度規制，追越しのための右側部分はみ出し通行禁止規制等について見直しを行い	synchronous	0	0	0	0	0	0	0
91	206_whitepaper_H28_kotsuanzen1	ウ 道路 の 機能 と 沿道 の 土地利用 を 含め た 道路 の 利用実態 と の 調和 を 図る こと が 交通 の 安全 の 確保 に 資する こと から ， 交通流 の 実態 を 踏まえ	つつ	， 沿道 から の アクセス を 考慮 し た 副道 等 の 整備 ， 植樹帯 の 設置 ， 路上駐停車対策 等 を 推進 し た 。	交通流の実態を踏まえ	，沿道からのアクセスを考慮した	synchronous	0	0	0	0	0	0	0
92	215_whitepaper_H28_kotsuanzen1	社会資本整備重点計画 に 即し て ， 都道府県公安委員会 及び 道路管理者 が 連携 し ， 交通事故実態 の 調査 ・ 分析 を 行い	つつ	， 重点的 ， 効果的 かつ 効率的 に 歩道 や 信号機 の 整備 を始めとした 交通安全施設等整備事業 を 推進 する こと により ， 道路交通環境 を 改善 し ， 交通事故 の 防止 と 交通 の 円滑化 を 図っ た 。	連携し，交通事故実態の調査・分析を行い	，重点的，効果的かつ効率的に歩道や信号機の整備を始めとした交通安全施設等整備事業を推進する	synchronous	0	0	0	0	0	0	0
93	235_whitepaper_H28_kotsuanzen1	都道府県警察 と 道路管理者 が 設置 し て いる 「 都道府県道路交通環境安全推進連絡会議 」 や その 下 に 設置 さ れ て いる 「 アドバイザー会議 」 を 活用 し ， 学識経験者 の アドバイス を 受け	つつ	施策 の 企画 ， 評価 ， 進行管理 等 に関して 協議 を 行い ， 的確 かつ 着実 に 安全 な 道路交通環境 の 実現 を 図っ た 。	学識経験者のアドバイスを受け	施策の企画，評価，進行管理等に関して協議を行い	synchronous	0	0	0	0	0	0	0
94	243_whitepaper_H28_kotsuanzen1	速度規制 について は ， 最高速度規制 が 交通実態 に 合っ た 合理的 な もの と なっ て いる かどうか の 観点 から ， 点検 ・ 見直し を 進める こと に加え ， 一般道路 において は ， 実勢速度 ， 交通事故発生状況 等 を 勘案 し	つつ	， 規制速度 の 引上げ ， 規制理由 の 周知措置 等 を 計画的 に 推進 する とともに ， 生活道路 において は ， 速度抑制対策 を 積極的 に 推進 し た 。	実勢速度，交通事故発生状況等を勘案し	，規制速度の引上げ，規制理由の周知措置等を計画的に推進する	synchronous	0	0	0	0	0	0	0
95	249_whitepaper_H28_kotsuanzen1	クリーン かつ エネルギー効率 の 高い 持続可能 な 都市内交通体系 の 実現 に向け ， 自転車 の 役割 と 位置づけ を 明確 に し	つつ	， 交通状況 に応じて ， 歩行者 ・ 自転車 ・ 自動車 の 適切 な 分離 を 図り ， 歩行者 と 自転車 の 事故 等 へ の 対策 を 講じる など ， 安全 で 快適 な 自転車利用環境 を 創出 する 必要 が ある 。	自転車の役割と位置づけを明確にし	，交通状況に応じて，歩行者・自転車・自動車の適切な分離を図り	synchronous	0	0	0	0	0	0	0
96	307_whitepaper_H28_kotsuanzen1	また ， 民間事業者 が 保有 する プローブ情報 を 活用 し	つつ	， 災害時 に 交通情報 を 提供 する ため の 環境 の 整備 を 推進 し た 。	民間事業者が保有するプローブ情報を活用し	，災害時に交通情報を提供するための環境の整備を推進した。	synchronous	0	0	0	0	0	0	0
97	312_whitepaper_H28_kotsuanzen1	ア 地域住民 等 の 意見要望 等 を 十分 に 踏まえ	つつ	， 駐車規制 の 点検 ・ 見直し を 実施 する とともに ， 物流 の 必要性 や 自動二輪車 の 駐車需要 等 に も 配慮 し ， 地域 の 交通実態 等 に 応じ た 規制 の 緩和 を 行う など ， きめ細か な 駐車規制 を 推進 し た 。	地域住民等の意見要望等を十分に踏まえ	，駐車規制の点検・見直しを実施する	synchronous	0	0	0	0	0	0	0
98	329_whitepaper_H28_kotsuanzen1	多様化 する 道路利用者 の ニーズ に 応え て 道路利用者 に対し 必要 な 道路交通情報 を 提供 する こと により ， 安全 かつ 円滑 な 道路交通 を 確保 する ため ， 光ファイバーネットワーク 等 の 情報技術 を 活用 し	つつ	， 光ビーコン ， 交通監視カメラ ， 車両感知器 ， 交通情報板 ， 道路情報提供装置 等 の 整備 による 情報収集 ・ 提供体制 の 充実 を 図る とともに ， 交通管制エリア の 拡大 等 の 交通管制システム の 充実 ・ 高度化 を 図る ほか ， 全国 の 交通規制情報 の データベース化 を 推進 し た 。	光ファイバーネットワーク等の情報技術を活用し	，光ビーコン，交通監視カメラ，車両感知器，交通情報板，道路情報提供装置等の整備による情報収集・提供体制の充実を図る	synchronous	0	0	0	0	0	0	0
99	471_whitepaper_H28_kotsuanzen1	また ， 地方 において は ， 都道府県交通対策協議会 等 の 関係機関 を通じて ， 国 の 機関 の 地方支分部局 ， 地方公共団体 及び 民間団体 が 相互 に 連絡 を 保持 し	つつ	， 地域 の 実態 等 に 応じ た 具体的 な 実施計画 を 作成 し ， 運動期間 を 中心 と し て 広報活動 及び 交通安全教育 を 推進 する とともに ， 生活道路網 を 中心 と する 道路交通環境 の 点検整備 等 を 集中的 に 実施 する 等 の 効果的 な 運動 を 展開 し た 。	相互に連絡を保持し	，地域の実態等に応じた具体的な実施計画を作成し	synchronous	0	0	0	0	0	0	0
100	494_whitepaper_H28_kotsuanzen1	平成 28 年 11 月 に 警察庁 と （一社）日本自動車連盟 が 合同 で 実施 し た 全国調査 によると ， チャイルドシート使用率 は ， 6 歳 未満 全体 が 64.2 % ， 5 歳 児 が 39.1 % に とどまっ て おり ， また ， 取り付け の 不備 が ６ 割 以上 と なっ て いる こと から ， チャイルドシート の 使用効果 及び 正しい 使用方法 について ， 着用推進シンボルマーク 等 を 活用 し	つつ	， 幼稚園 ・ 保育所 ・ 認定こども園 ， 病院 ， 販売店 等 と 連携 し た 保護者 に対する 効果的 な 広報啓発 ・ 指導 に 努め ， 正しい 使用 の 徹底 を 図っ た 。	着用推進シンボルマーク等を活用し	，幼稚園・保育所・認定こども園，病院，販売店等と連携した保護者に対する効果的な広報啓発・指導に努め	synchronous	0	0	0	0	0	0	0
101	338_whitepaper_H28_kotsuanzen2	暴走族関係事犯者 の 捜査 に当たって は ， 個々 の 犯罪事実 は もとより ， 組織 の 実態 や それぞれ の 被疑者 の 非行 の 背景 と なっ て いる 行状 ， 性格 ， 環境 等 の 諸事情 を 明らか に し	つつ	， 事件 の 速やか な 処理 に 努める とともに ， グループ の 解体 や 暴走族グループ から 加入者 等 を 離脱 さ せる など 暴走族関係事犯者 の 再犯防止 に 努め た 。	個々の犯罪事実はもとより，組織の実態やそれぞれの被疑者の非行の背景となっている行状，性格，環境等の諸事情を明らかにし	，事件の速やかな処理に努める	synchronous	0	0	0	0	0	0	0
102	168_whitepaper_H28_kotsuanzen3	警察 で は ， ひき逃げ事件 ， 死亡 又は 全治 ３ か月 以上 の 重傷 の 被害 が 生じ た 交通事故事件 ， 危険運転致死傷罪 の 適用 が 見込ま れる 事件 等 を 中心 と し て ， 交通死亡事故 等 の 被害者 及び その 家族 又は 遺族 に対して ， 捜査 へ の 支障 を 勘案 し	つつ	， 可能 な 限り ， 事案 の 概要 ， 捜査経過 ， 被疑者 の 検挙 や 運転免許 の 停止・取消処分 等 に関する 情報 を 提供 する よう 努める とともに ， 交通事故事件 に係る 「 被害者の手引 」 ， 現場配布用リーフレット 等 の 配布 や 各種 相談活動 によって ， 被害者 等 にとって 必要 な 情報 の 提供 に 努め た 。	捜査への支障を勘案し	，可能な限り，事案の概要，捜査経過，被疑者の検挙や運転免許の停止・取消処分等に関する情報を提供するよう努める	synchronous	0	0	0	0	0	0	0
103	211_whitepaper_H28_kotsuanzen3	地理情報システム （ GIS ） の 標準化動向 を 見極め	つつ	， 道路関係データ の 形式 の 統一化 ， データベース の 整備 など 道路交通 全般 にわたり 共通 し て 道路情報 を 効率的 に 利用 ， 提供 できる 環境整備 を 推進 し た 。	地理情報システム（GIS）の標準化動向を見極め	，道路関係データの形式の統一化，データベースの整備など道路交通全般にわたり共通して道路情報を効率的に利用，提供できる環境整備を推進した。	synchronous	0	0	0	0	0	0	0
